zip,city,lat,long
618,CHAMPAIGN IL ,40.11642,-88.243383
619,CHAMPAIGN IL ,40.11642,-88.243383
620,ST LOIS MO ,38.627003,-90.199404
622,ST LOIS MO ,38.627003,-90.199404
623,QINCY IL ,39.935602,-91.409873
624,EFFINGHAM IL ,39.120042,-88.543383
625,SPRINGFIELD IL ,39.781721,-89.650148
626,SPRINGFIELD IL ,39.781721,-89.650148
267,SPRINGFIELD IL  ,39.781721,-89.650148
268,CENTRALIA IL ,38.528517,-89.131694
269,CARBONDALE IL ,37.727273,-89.21675
630,ST LOIS MO ,38.627003,-90.199404
631,ST LOIS MO  ,38.627003,-90.199404
633,ST LOIS MO ,38.627003,-90.199404
634,QINCY IL ,39.935602,-91.409873
635,QINCY IL ,39.935602,-91.409873
636,CAPE GIRARDEA MO ,37.305884,-89.518148
637,CAPE GIRARDEA MO ,37.305884,-89.518148
638,CAPE GIRARDEA MO ,37.305884,-89.518148
639,CAPE GIRARDEA MO ,37.305884,-89.518148
640,KANSAS CITY MO ,39.099727,-94.578567
641,KANSAS CITY MO  ,39.099727,-94.578567
644,ST JOSEPH MO ,39.767458,-94.846681
645,ST JOSEPH MO  ,39.767458,-94.846681
646,CHILLICOTHE MO ,39.795295,-93.552436
647,HARRISONVILLE MO ,38.653345,-94.348837
648,SPRINGFIELD MO ,37.208957,-93.292299
649,KANSAS CITY MO ,39.099727,-94.578567
650,MID-MISSORI MO ,38.714057,-90.411781
651,JEFFERSON CITY MO  ,38.576702,-92.173516
652,MID-MISSORI MO ,38.714057,-90.411781
653,MID-MISSORI MO ,38.714057,-90.411781
654,SPRINGFIELD MO ,37.208957,-93.292299
655,SPRINGFIELD MO ,37.208957,-93.292299
656,SPRINGFIELD MO ,37.208957,-93.292299
657,SPRINGFIELD MO ,37.208957,-93.292299
658,SPRINGFIELD MO  ,37.208957,-93.292299
660,KANSAS CITY KS ,39.114053,-94.627464
661,KANSAS CITY KS  ,39.114053,-94.627464
662,SHAWNEE MISSION KS  ,39.022848,-94.715187
664,TOPEKA KS ,39.055824,-95.689018
665,TOPEKA KS ,39.055824,-95.689018
666,TOPEKA KS  ,39.055824,-95.689018
667,FT SCOTT KS ,37.839763,-94.708295
668,TOPEKA KS ,39.055824,-95.689018
669,SALINA KS ,38.840281,-97.611424
670,WICHITA KS ,37.688889,-97.336111
671,WICHITA KS ,37.688889,-97.336111
672,WICHITA KS  ,37.688889,-97.336111
673,INDEPENDENCE KS ,37.224236,-95.708313
674,SALINA KS ,38.840281,-97.611424
675,HTCHINSON KS ,38.060845,-97.929774
676,HAYS KS ,38.879178,-99.32677
677,COLBY KS ,39.395837,-101.052377
678,DODGE CITY KS ,37.752798,-100.017079
679,LIBERAL KS ,37.043081,-100.920999
680,OMAHA NE ,41.252363,-95.997988
681,OMAHA NE  ,41.252363,-95.997988
683,LINCOLN NE ,40.825763,-96.685198
684,LINCOLN NE ,40.825763,-96.685198
685,LINCOLN NE  ,40.825763,-96.685198
686,NORFOLK NE ,42.032723,-97.413755
687,NORFOLK NE ,42.032723,-97.413755
688,GRAND ISLAND NE ,40.926396,-98.342012
689,GRAND ISLAND NE ,40.926396,-98.342012
690,MCCOOK NE ,40.19667,-100.624874
691,NORTH PLATTE NE ,41.140276,-100.760145
692,VALENTINE ME ,44.202508,-70.185476
693,ALLIANCE NE ,42.093024,-102.870201
700,NEW ORLEANS LA ,29.951066,-90.071532
701,NEW ORLEANS LA  ,29.951066,-90.071532
703,HOMA LA ,29.59577,-90.719535
704,MANDEVILLE LA ,30.358251,-90.065631
705,LAFAYETTE LA ,30.22409,-92.019843
706,LAKE CHARLES LA ,30.226595,-93.217376
707,BATON ROGE LA ,30.458283,-91.14032
708,BATON ROGE LA  ,30.458283,-91.14032
710,SHREVEPORT LA ,32.525152,-93.750179
711,SHREVEPORT LA ,32.525152,-93.750179
712,MONROE LA ,32.509311,-92.119301
713,ALEXANDRIA LA ,31.311294,-92.445137
714,ALEXANDRIA LA ,31.311294,-92.445137
716,PINE BLFF AR ,34.228431,-92.003195
717,CAMDEN AR ,33.584558,-92.834329
718,TEXARKANA TX ,33.425125,-94.047688
719,HOT SPRINGS NTL PK AR ,34.531322,-93.063741
720,LITTLE ROCK AR ,34.746481,-92.289595
721,LITTLE ROCK AR ,34.746481,-92.289595
722,LITTLE ROCK AR  ,34.746481,-92.289595
723,MEMPHIS TN ,35.149534,-90.04898
724,JONESBORO AR ,35.842297,-90.704279
725,BATESVILLE AR ,35.769799,-91.640972
726,HARRISON AR ,36.229794,-93.107677
727,FAYETTEVILLE AR ,36.06258,-94.157426
728,RSSELLVILLE AR ,35.278417,-93.133786
729,FORT SMITH AR ,35.385924,-94.398547
730,OKLAHOMA CITY OK ,35.46756,-97.516428
731,OKLAHOMA CITY OK  ,35.46756,-97.516428
733,ASTIN TX ,30.267153,-97.743061
734,ARDMORE OK ,34.174261,-97.143625
735,LAWTON OK ,34.603567,-98.395929
736,CLINTON OK ,35.515606,-98.967307
737,ENID OK ,36.395589,-97.878391
738,WOODWARD OK ,36.433648,-99.390386
739,LIBERAL KS ,37.043081,-100.920999
740,TLSA OK ,36.153982,-95.992775
741,TLSA OK  ,36.153982,-95.992775
743,TLSA OK ,36.153982,-95.992775
744,MSKOGEE OK ,35.747877,-95.369691
745,MCALESTER OK ,34.93343,-95.769713
746,PONCA CITY OK ,36.706981,-97.085595
747,DRANT OK ,33.992419,-96.397123
748,SHAWNEE OK ,35.327293,-96.9253
749,POTEA OK ,35.053709,-94.623558
750,NORTH TEXAS TX ,31.968599,-99.901813
751,DALLAS TX ,32.776664,-96.796988
752,DALLAS TX ,32.776664,-96.796988
753,DALLAS TX  ,32.776664,-96.796988
754,GREENVILLE TX ,33.138449,-96.110807
755,TEXARKANA TX ,33.425125,-94.047688
756,LONGVIEW TX ,32.500704,-94.740489
757,TYLER TX ,32.35126,-95.301062
758,PALESTINE TX ,31.762115,-95.630789
759,LFKIN TX ,31.338241,-94.729097
760,FT WORTH TX ,32.755488,-97.330766
761,FT WORTH TX  ,32.755488,-97.330766
762,FT WORTH TX ,32.755488,-97.330766
763,WICHITA FALLS TX ,33.913709,-98.493387
764,FT WORTH TX ,32.755488,-97.330766
765,WACO TX ,31.549333,-97.14667
766,WACO TX ,31.549333,-97.14667
767,WACO TX  ,31.549333,-97.14667
768,ABILENE TX ,32.448736,-99.733144
769,MIDLAND TX ,31.997346,-102.077915
770,HOSTON TX  ,29.760427,-95.369803
771,HOSTON TX  ,29.760427,-95.369803
772,HOSTON TX  ,29.760427,-95.369803
773,NORTH HOSTON TX ,29.840198,-95.4149
774,NORTH HOSTON TX ,29.840198,-95.4149
775,NORTH HOSTON TX ,29.840198,-95.4149
776,BEAMONT TX ,30.080174,-94.126556
777,BEAMONT TX  ,30.080174,-94.126556
778,BRYAN TX ,30.674364,-96.369963
779,VICTORIA TX ,28.805267,-97.003598
780,SAN ANTONIO TX ,29.424122,-98.493628
781,SAN ANTONIO TX ,29.424122,-98.493628
782,SAN ANTONIO TX  ,29.424122,-98.493628
783,CORPS CHRISTI TX ,27.800583,-97.396381
784,CORPS CHRISTI TX  ,27.800583,-97.396381
785,MCALLEN TX ,26.203407,-98.230012
786,ASTIN TX ,30.267153,-97.743061
787,ASTIN TX  ,30.267153,-97.743061
788,SAN ANTONIO TX ,29.424122,-98.493628
789,ASTIN TX ,30.267153,-97.743061
790,AMARILLO TX ,35.221997,-101.831297
791,AMARILLO TS  ,32.957891,-102.851814
792,CHILDRESS TX ,34.426453,-100.204002
793,LBBOCK TX ,33.577863,-101.855166
794,LBBOCK TX  ,33.577863,-101.855166
795,ABILENE TX ,32.448736,-99.733144
796,ABILENE TX  ,32.448736,-99.733144
797,MIDLAND TX ,31.997346,-102.077915
798,EL PASO TX ,31.777576,-106.442456
799,EL PASO TX  ,31.777576,-106.442456
800,DENVER CO ,39.739236,-104.990251
801,DENVER CO ,39.739236,-104.990251
802,DENVER CO  ,39.739236,-104.990251
803,BOLDER CO  ,40.014986,-105.270546
804,DENVER CO ,39.739236,-104.990251
805,LONGMONT CO ,40.167207,-105.101927
806,BRIGHTON CO ,39.985262,-104.820528
807,BRIGHTON CO ,39.985262,-104.820528
808,COLORADO SPRINGS CO ,38.833882,-104.821363
809,COLORADO SPRINGS CO  ,38.833882,-104.821363
810,PEBLO CO ,38.254447,-104.609141
811,ALAMOSA CO ,37.469449,-105.870021
812,SALIDA CO ,38.534719,-105.998902
813,DRANGO CO ,37.27528,-107.880067
814,GRAND JNCTION CO ,39.063871,-108.550649
815,GRAND JNCTION CO ,39.063871,-108.550649
816,GLENWOOD SPRINGS CO ,39.550538,-107.324776
820,CHEYENNE WY ,41.139981,-104.820246
821,YELLOWSTONE NL PK WY  ,44.67821,-109.457985
822,WHEATLAND WY ,42.054414,-104.95275
823,RAWLINS WY ,41.79107,-107.238663
824,WORLAND WY ,44.016901,-107.955372
825,RIVERTON WY ,43.024959,-108.380104
826,CASPER WY ,42.866632,-106.313081
827,GILLETTE WY ,44.291092,-105.502221
828,SHERIDAN WY ,44.797194,-106.956179
829,ROCK SPRINGS WY ,41.587464,-109.202904
830,ROCK SPRINGS WY ,41.587464,-109.202904
831,ROCK SPRINGS WY ,41.587464,-109.202904
832,POCATELLO ID ,42.871303,-112.445534
833,TWIN FALLS ID ,42.562967,-114.460871
834,POCATELLO ID ,42.871303,-112.445534
835,LEWISTON ID ,46.400409,-117.001189
836,BOISE ID ,43.61871,-116.214607
837,BOISE ID  ,43.61871,-116.214607
838,SPOKANE WA ,47.65878,-117.426047
840,SALT LAKE CITY T ,40.760779,-111.891047
841,SALT LAKE CITY T  ,40.760779,-111.891047
842,SALT LAKE CITY T ,40.760779,-111.891047
843,SALT LAKE CITY T ,40.760779,-111.891047
844,OGDEN T ,41.223,-111.97383
845,PROVO T ,40.233844,-111.658534
846,PROVO T ,40.233844,-111.658534
847,PROVO T ,40.233844,-111.658534
850,PHOENIX AZ  ,33.448377,-112.074037
852,PHOENIX AZ ,33.448377,-112.074037
853,PHOENIX AZ ,33.448377,-112.074037
855,GLOBE AZ ,33.394222,-110.786498
856,TCSON AZ ,32.221743,-110.926479
857,TCSON AZ  ,32.221743,-110.926479
859,SHOW LOW AZ ,34.254208,-110.029833
860,FLAGSTAFF AZ ,35.198284,-111.651302
863,PRESCOTT AZ ,34.540024,-112.468502
864,KINGMAN AZ ,35.189443,-114.053006
865,GALLP NM ,35.528078,-108.742584
870,ALBQERQE NM ,35.085334,-106.605553
871,ALBQERQE NM  ,35.085334,-106.605553
872,ALBQERQE NM  ,35.085334,-106.605553
873,GALLP NM ,35.528078,-108.742584
874,FARMINGTON NM ,36.728058,-108.218686
875,ALBQERQE NM ,35.085334,-106.605553
877,LAS VEGAS NM ,35.594214,-105.222798
878,SOCORRO NM ,34.0584,-106.891416
879,TRTH OR CONS NM ,34.51994,-105.87009
880,LAS CRCES NM ,32.31994,-106.763654
881,CLOVIS NM ,34.404799,-103.205227
882,ROSWELL NM ,33.394266,-104.523024
883,CARRIZOZO  NM ,33.641741,-105.877212
884,TCMCARI NM ,34.51994,-105.87009
885,EL PASO TX  ,31.777576,-106.442456
889,LAS VEGAS NV  ,36.169941,-115.13983
890,LAS VEGAS NV ,36.169941,-115.13983
891,LAS VEGAS NV  ,36.169941,-115.13983
893,ELY NV ,39.247439,-114.88863
894,RENO NV ,39.529633,-119.813803
895,RENO NV  ,39.529633,-119.813803
897,CARSON CITY NV  ,39.163798,-119.767403
898,ELKO NV ,40.832421,-115.763123
900,LOS ANGELES CA  ,34.052234,-118.243685
901,LOS ANGELES CA  ,34.052234,-118.243685
902,INGLEWOOD CA ,33.96168,-118.353131
903,INGLEWOOD CA  ,33.96168,-118.353131
904,SANTA MONICA CA  ,34.019454,-118.491191
905,TORRANCE CA  ,33.835849,-118.340629
906,LONG BEACH CA ,33.77005,-118.193739
907,LONG BEACH CA ,33.77005,-118.193739
908,LONG BEACH CA  ,33.77005,-118.193739
910,PASADENA CA ,34.147785,-118.144516
911,PASADENA CA  ,34.147785,-118.144516
912,GLENDALE CA  ,34.142508,-118.255075
913,VAN NYS CA ,34.189857,-118.451357
914,VAN NYS CA  ,34.189857,-118.451357
915,BRBANK CAK  ,34.180839,-118.308966
916,NORTH HOLLYWOOD CA  ,34.187044,-118.381256
917,INDSTRY CA ,34.019734,-117.958675
918,INDSTRY CA  ,34.019734,-117.958675
919,SAN DIEGO CA ,32.715738,-117.161084
920,SAN DIEGO CA ,32.715738,-117.161084
921,SAN DIEGO CA  ,32.715738,-117.161084
922,PALM SPRINGS CA ,33.830296,-116.545292
923,SN BERNARDINO CA ,34.108345,-117.289765
924,SN BERNARDINO CA  ,34.108345,-117.289765
925,SN BERNARDINO CA ,34.108345,-117.289765
926,SANTA ANA CA ,33.745573,-117.867834
927,SANTA ANA CA ,33.745573,-117.867834
928,ANAHEIM CA ,33.835293,-117.914504
930,OXNARD CA ,34.197505,-119.177052
931,SANTA BARBARA CA  ,34.420831,-119.69819
932,BAKERSFIELD CA ,35.373292,-119.018712
933,BAKERSFIELD CA  ,35.373292,-119.018712
934,SANTA BARBARA CA ,34.420831,-119.69819
935,MOJAVE CA ,35.05247,-118.173965
936,FRESNO CA ,36.746842,-119.772587
937,FRESNO CA  ,36.746842,-119.772587
938,FRESNO CA ,36.746842,-119.772587
939,SALINAS CA ,36.677737,-121.655501
940,SAN FRANCISCO CA ,37.77493,-122.419416
941,SAN FRANCISCO CA  ,37.77493,-122.419416
942,SACRAMENTO CA  ,38.581572,-121.4944
943,PALO ALTO CA  ,37.441883,-122.143019
944,SAN MATEO CA  ,37.562992,-122.325525
945,OAKLAND CA ,37.804364,-122.271114
946,OAKLAND CA  ,37.804364,-122.271114
947,BERKELEY CA  ,37.871593,-122.272747
948,RICHMOND CA  ,37.935758,-122.347749
949,NORTH BAY CA ,46.309115,-79.46082
950,SAN JOSE CA ,37.338208,-121.886329
951,SAN JOSE CA  ,37.338208,-121.886329
952,STOCKTON CA ,37.957702,-121.29078
953,STOCKTON CA ,37.957702,-121.29078
954,NORTH BAY CA ,46.309115,-79.46082
955,EREKA CA ,40.802071,-124.163673
956,SACRAMENTO CA ,38.581572,-121.4944
957,SACRAMENTO CA ,38.581572,-121.4944
958,SACRAMENTO CA  ,38.581572,-121.4944
959,MARYSVILLE CA ,39.145725,-121.591355
960,REDDING CA ,40.58654,-122.391675
961,RENO NV ,39.529633,-119.813803
967,HONOLL HI ,21.306944,-157.858333
968,HONOLL HI  ,21.306944,-157.858333
969,BARRIGADA G ,13.468333,144.798889
970,PORTLAND OR ,45.523062,-122.676482
971,PORTLAND OR ,45.523062,-122.676482
972,PORTLAND OR  ,45.523062,-122.676482
973,SALEM OR ,44.942898,-123.035096
974,EGENE OR ,44.052069,-123.086754
975,MEDFORD OR ,42.326515,-122.875595
976,KLAMATH FALLS OR ,42.224867,-121.78167
977,BEND OR ,44.058173,-121.31531
978,PENDLETON OR ,45.672075,-118.788597
979,BOISE ID ,43.61871,-116.214607
980,SEATTLE WA ,47.60621,-122.332071
981,SEATLE WA  ,47.60621,-122.332071
982,EVERETT WA ,47.978985,-122.202079
983,TACOMA WA ,47.252877,-122.444291
984,TACOMA WA  ,47.252877,-122.444291
985,OLYMPIA WA ,47.037874,-122.900695
986,PORTLAND OR ,45.523062,-122.676482
988,WENATCHEE WA ,47.42346,-120.310349
989,YAKIMA WA ,46.602071,-120.505899
990,SPOKANE WA ,47.65878,-117.426047
991,SPOKANE WA ,47.65878,-117.426047
992,SPOKANE WA  ,47.65878,-117.426047
993,PASCO WA ,46.239579,-119.100566
994,LEWISTON ID ,46.400409,-117.001189
995,ANCHORAGE AK ,61.218056,-149.900278
996,ANCHORAGE AK ,61.218056,-149.900278
997,FAIRBANKS AK ,64.837778,-147.716389
998,JNEA AK ,58.301944,-134.419722
999,KETCHIKAN AK ,55.342222,-131.646111
